loan_id,customer_id,loan_type,age,gender,employment_type,annual_income,credit_score,loan_amount,outstanding_amount,interest_rate,loan_term,region,application_date,disbursement_date,last_payment_date,monthly_installment,total_payments,missed_payments,dpd,previous_dpd,collateral_value,loan_status
LN000155,CUST007162,Auto,25,Female,Business Owner,2910205,733,2038073,1791551.1,7.15,24,South,2022-02-08,2022-02-16,2022-11-07,84919.71,21,3,0,0,1944555,Active
LN000156,CUST006185,Auto,59,Female,Self-Employed,1386515,825,1065556,276676.05,7.07,36,South,2022-02-08,2022-02-13,2023-07-03,29598.78,35,1,0,0,1923997,Active
LN000157,CUST003100,Home,36,Female,Business Owner,1061076,564,368719,315303.43,8.69,36,North,2022-02-09,2022-03-07,2023-03-15,10242.19,33,3,10,0,2385542,Active
LN000158,CUST006279,Personal,37,Female,Self-Employed,1738111,792,754797,674863.43,12.45,72,North,2022-02-09,2022-02-19,2023-06-02,10483.29,71,1,0,0,2773841,Active
LN000159,CUST000201,Business,47,Female,Self-Employed,203943,823,649592,495441.61,13.27,84,West,2022-02-09,2022-03-10,2023-06-02,7733.24,84,0,0,0,1470751,Active
LN000160,CUST005960,Home,27,Female,Self-Employed,2754781,830,139883,126005.1,8.25,12,North,2022-02-09,2022-03-03,2023-08-06,11656.92,12,0,0,30,2562594,Active
LN000161,CUST004876,Personal,28,Male,Salaried,1919459,516,156270,107683.67,7.8,24,East,2022-02-10,2022-03-11,2023-08-09,6511.25,24,0,0,0,2006802,Active
LN000162,CUST007074,Education,28,Female,Business Owner,826052,634,715072,284069.29,16.11,48,Central,2022-02-10,2022-02-25,2023-11-04,14897.33,48,0,10,10,2819467,Active
LN000163,CUST003105,Auto,43,Female,Self-Employed,1839892,807,2101316,1847412.19,12.11,84,West,2022-02-10,2022-02-16,2023-01-05,25015.67,84,0,30,60,1214962,Delinquent
LN000164,CUST007216,Business,52,Female,Salaried,1678181,629,1020120,135156.58,17.92,36,North,2022-02-10,2022-02-16,2022-11-01,28336.67,36,0,0,60,1309925,Active
LN000165,CUST004599,Business,63,Female,Self-Employed,1388566,536,963931,283409.98,9.52,36,East,2022-02-11,2022-02-25,2023-07-26,26775.86,35,1,15,0,2312779,Active
LN000166,CUST002455,Business,38,Female,Self-Employed,377682,749,1695000,1436435.76,14.12,24,North,2022-02-11,2022-02-14,2023-12-29,70625.0,24,0,0,0,2588225,Active
LN000167,CUST003646,Auto,58,Male,Business Owner,376893,556,2364717,1564049.59,15.85,24,West,2022-02-11,2022-03-03,2023-03-25,98529.88,23,1,0,0,905641,Active
LN000168,CUST005848,Personal,32,Female,Self-Employed,488329,509,313352,249211.91,16.6,12,West,2022-02-11,2022-03-08,2023-05-06,26112.67,10,2,0,0,2463824,Active
LN000169,CUST000805,Home,35,Male,Business Owner,483546,580,1823267,916571.46,10.37,72,South,2022-02-12,2022-02-20,2023-04-19,25323.15,71,1,0,30,2915535,Active
LN000170,CUST006243,Personal,48,Female,Salaried,2551074,589,1915999,1482504.18,9.13,72,South,2022-02-12,2022-03-07,2023-06-27,26611.1,71,1,30,0,2445779,Delinquent
LN000171,CUST002732,Home,58,Male,Salaried,1867724,619,1068316,465941.61,9.49,48,North,2022-02-12,2022-02-14,2022-07-06,22256.58,48,0,0,90,416706,Active
LN000172,CUST005992,Business,51,Male,Self-Employed,622792,601,79794,25134.35,14.33,84,Central,2022-02-12,2022-02-26,2023-03-11,949.93,84,0,0,0,542698,Active
LN000173,CUST002774,Personal,29,Female,Salaried,2582430,526,535809,391564.19,12.75,36,East,2022-02-13,2022-02-28,2023-05-26,14883.58,35,1,10,0,703858,Active
LN000174,CUST001571,Business,28,Male,Business Owner,1204265,760,641491,179313.19,13.59,24,South,2022-02-13,2022-02-19,2023-06-27,26728.79,24,0,0,60,197768,Active
LN000175,CUST005057,Education,39,Male,Business Owner,2812524,560,523714,166527.0,7.23,36,South,2022-02-13,2022-03-01,2023-10-19,14547.61,34,2,30,0,756663,Delinquent
LN000176,CUST007907,Business,28,Female,Salaried,2477463,635,1079388,183018.49,11.3,84,Central,2022-02-13,2022-02-28,2023-04-28,12849.86,82,2,0,30,1920817,Active
LN000177,CUST006757,Business,54,Male,Business Owner,1016937,596,1679755,1048187.49,10.41,48,West,2022-02-14,2022-03-15,2023-04-11,34994.9,46,2,5,90,2186966,Active
LN000178,CUST005582,Home,24,Male,Business Owner,725556,648,1683051,792006.19,16.5,72,North,2022-02-14,2022-03-07,2022-05-19,23375.71,71,1,90,0,2952590,Default
LN000179,CUST002691,Education,51,Male,Self-Employed,517341,726,1734076,1350527.37,15.54,72,North,2022-02-14,2022-02-26,2022-10-23,24084.39,72,0,60,10,846015,Delinquent
LN000180,CUST003841,Business,58,Female,Self-Employed,2297028,776,1383643,140607.14,11.73,84,East,2022-02-14,2022-03-15,2023-07-08,16471.94,84,0,5,0,1684027,Active
LN000181,CUST001029,Business,23,Female,Business Owner,1613678,806,1353959,242563.06,13.94,60,Central,2022-02-15,2022-03-04,2024-01-02,22565.98,60,0,0,60,523517,Active
LN000182,CUST007386,Education,55,Female,Salaried,842147,834,302763,204491.52,7.52,60,Central,2022-02-15,2022-03-10,2023-04-10,5046.05,59,1,0,10,26670,Active
LN000183,CUST000503,Education,39,Female,Business Owner,1518232,727,256720,70062.59,14.01,48,Central,2022-02-15,2022-02-25,2023-03-13,5348.33,47,1,0,0,994156,Active
LN000184,CUST006911,Personal,63,Male,Self-Employed,2263236,814,455890,222134.58,8.07,24,West,2022-02-15,2022-03-09,2023-10-29,18995.42,22,2,0,0,1886967,Active
LN000185,CUST004494,Home,49,Female,Salaried,788256,748,2219365,1026118.43,14.85,60,Central,2022-02-16,2022-02-22,2023-01-13,36989.42,59,1,90,0,2793900,Default
LN000186,CUST000871,Education,30,Male,Business Owner,2942974,757,135332,19763.88,13.31,84,West,2022-02-16,2022-02-28,2023-01-11,1611.1,82,2,0,90,1219487,Active
LN000187,CUST006939,Education,32,Female,Salaried,1356329,813,631146,539123.67,10.31,84,North,2022-02-16,2022-03-10,2022-07-21,7513.64,84,0,5,0,2036815,Active
LN000188,CUST004489,Auto,50,Female,Salaried,1171544,719,447525,277726.76,11.08,24,West,2022-02-16,2022-03-03,2022-08-08,18646.88,24,0,60,90,801438,Delinquent
LN000189,CUST000207,Education,50,Male,Salaried,2689578,735,2374523,648752.31,7.99,12,North,2022-02-17,2022-03-17,2022-09-28,197876.92,10,2,0,90,1974202,Active
LN000190,CUST005135,Home,38,Male,Business Owner,2393533,519,1366631,192551.53,10.55,36,East,2022-02-17,2022-02-20,2022-07-04,37961.97,36,0,0,0,2570778,Active
LN000191,CUST005978,Business,44,Female,Self-Employed,1736689,844,2214909,281687.66,17.64,84,Central,2022-02-17,2022-03-09,2023-05-03,26367.96,83,1,0,0,2073839,Active
LN000192,CUST007722,Business,52,Female,Salaried,868124,637,1803360,1250861.18,12.35,12,East,2022-02-17,2022-02-19,2023-07-27,150280.0,11,1,0,0,2414163,Active
LN000193,CUST007036,Business,29,Female,Salaried,2973676,688,2380170,2114714.9,12.22,84,Central,2022-02-18,2022-02-27,2023-04-17,28335.36,82,2,60,0,1025932,Delinquent
LN000194,CUST001485,Business,44,Female,Business Owner,2668211,604,2463033,1842620.93,13.92,84,East,2022-02-18,2022-03-03,2023-11-12,29321.82,83,1,10,0,1125746,Active
LN000195,CUST007859,Auto,46,Female,Self-Employed,2719581,597,1653482,774114.53,12.33,60,South,2022-02-18,2022-03-15,2023-08-25,27558.03,59,1,120,0,480885,Default
LN000196,CUST007743,Education,23,Male,Self-Employed,2631535,769,2424837,2252522.01,10.91,60,South,2022-02-18,2022-03-15,2022-07-14,40413.95,58,2,30,10,420044,Delinquent
LN000197,CUST000864,Business,43,Female,Business Owner,1867250,652,1620408,330771.5,8.53,24,West,2022-02-19,2022-03-17,2024-02-05,67517.0,24,0,60,0,163140,Delinquent
LN000198,CUST002791,Personal,31,Male,Salaried,702877,717,722345,183628.27,13.93,60,East,2022-02-19,2022-02-22,2022-11-29,12039.08,58,2,0,0,393509,Active
LN000199,CUST007409,Business,30,Female,Business Owner,341878,520,124339,100211.35,15.24,24,Central,2022-02-19,2022-02-23,2022-05-20,5180.79,22,2,0,30,2262112,Active
LN000200,CUST000564,Education,56,Female,Self-Employed,1495083,771,1679494,395192.87,17.15,48,North,2022-02-19,2022-03-10,2023-09-29,34989.46,47,1,10,0,983699,Active
LN000201,CUST005117,Business,33,Male,Salaried,2173174,701,378006,86589.41,7.03,60,West,2022-02-20,2022-03-03,2023-11-06,6300.1,58,2,5,0,2884248,Active
LN000202,CUST004192,Auto,49,Female,Salaried,2221677,659,300021,170230.81,7.73,48,West,2022-02-20,2022-02-23,2023-06-28,6250.44,47,1,0,0,2328936,Active
LN000203,CUST006020,Home,58,Male,Self-Employed,2751201,563,118463,94808.08,16.89,48,South,2022-02-20,2022-03-21,2022-10-09,2467.98,48,0,0,0,1563308,Active
LN000204,CUST001758,Home,33,Male,Salaried,1800073,583,2488359,1064056.43,13.94,72,East,2022-02-20,2022-03-17,2022-06-04,34560.54,69,3,0,30,1476626,Active
LN000205,CUST006629,Education,46,Female,Business Owner,891616,572,2112679,1116343.71,17.54,36,East,2022-02-21,2022-03-09,2022-11-24,58685.53,36,0,30,0,1269027,Delinquent
LN000206,CUST007575,Home,40,Male,Self-Employed,914551,559,346876,318020.63,11.74,72,West,2022-02-21,2022-03-18,2022-11-18,4817.72,71,1,15,10,401917,Active
LN000207,CUST006375,Home,25,Female,Self-Employed,1814969,646,939195,287734.76,11.58,24,South,2022-02-21,2022-02-24,2022-06-10,39133.12,22,2,0,30,2279190,Active
LN000208,CUST006893,Personal,40,Female,Salaried,300408,546,442092,163654.11,10.79,48,North,2022-02-21,2022-03-20,2023-11-14,9210.25,45,3,0,0,2859123,Active
LN000209,CUST001679,Education,34,Female,Self-Employed,2120784,722,1779535,547335.81,8.57,36,South,2022-02-22,2022-03-17,2023-12-02,49431.53,36,0,30,0,2449685,Delinquent
LN000210,CUST003243,Education,34,Female,Business Owner,2924863,657,530437,272581.47,11.16,60,East,2022-02-22,2022-02-26,2023-02-14,8840.62,59,1,0,0,2546430,Active
LN000211,CUST004637,Home,28,Female,Self-Employed,2744778,546,1051178,299043.69,7.16,60,North,2022-02-22,2022-02-27,2022-06-15,17519.63,59,1,15,30,2743328,Active
LN000212,CUST001060,Home,33,Female,Salaried,1131014,788,1854321,617481.09,12.6,48,West,2022-02-22,2022-03-14,2023-02-13,38631.69,48,0,60,0,1982284,Delinquent
LN000213,CUST006669,Home,44,Female,Self-Employed,2283536,709,423140,379033.4,16.32,72,North,2022-02-23,2022-03-08,2022-11-09,5876.94,72,0,0,0,879850,Active
LN000214,CUST005280,Auto,35,Male,Salaried,1367323,520,1522044,422937.97,10.53,60,West,2022-02-23,2022-03-09,2022-10-17,25367.4,55,5,0,0,2297411,Active
LN000215,CUST001723,Business,21,Female,Salaried,1053776,818,1548809,1182098.58,8.04,24,South,2022-02-23,2022-02-26,2022-10-10,64533.71,24,0,0,0,1121563,Active
LN000216,CUST003315,Auto,42,Male,Business Owner,877224,730,1495820,709761.17,17.71,84,North,2022-02-23,2022-03-24,2024-01-08,17807.38,84,0,0,0,2962954,Active
LN000217,CUST003158,Education,54,Female,Self-Employed,1314521,797,906169,294988.49,8.42,60,Central,2022-02-24,2022-03-20,2023-10-19,15102.82,56,4,0,0,758247,Active
LN000218,CUST005916,Personal,60,Female,Business Owner,1047696,604,1290861,413380.28,12.82,12,East,2022-02-24,2022-03-21,2022-09-09,107571.75,12,0,15,0,2010142,Active
LN000219,CUST002626,Business,23,Male,Business Owner,844338,625,883692,236719.44,15.9,60,West,2022-02-24,2022-03-22,2022-06-30,14728.2,60,0,5,0,864002,Active
LN000220,CUST002730,Personal,46,Male,Self-Employed,856473,798,1748800,821573.29,9.78,48,North,2022-02-24,2022-03-05,2023-03-01,36433.33,47,1,60,0,742230,Delinquent
LN000221,CUST006701,Education,34,Male,Business Owner,1956675,567,709657,270653.26,16.26,36,North,2022-02-25,2022-03-13,2022-06-17,19712.69,36,0,0,0,2530580,Active
LN000222,CUST001598,Education,61,Male,Business Owner,2191891,525,2067388,1022673.65,13.13,24,Central,2022-02-25,2022-03-04,2023-02-03,86141.17,23,1,0,0,765333,Active
LN000223,CUST003061,Personal,28,Female,Salaried,2752055,660,1439086,794397.89,10.65,24,South,2022-02-25,2022-03-08,2023-02-02,59961.92,22,2,0,0,1687562,Active
LN000224,CUST002694,Personal,36,Female,Business Owner,1496063,607,1721208,186334.73,16.52,36,Central,2022-02-25,2022-03-22,2024-01-31,47811.33,34,2,10,60,2440772,Active
LN000225,CUST004892,Personal,62,Male,Self-Employed,859952,788,897590,700803.34,13.84,24,North,2022-02-26,2022-03-11,2022-07-02,37399.58,24,0,30,0,712693,Delinquent
LN000226,CUST005148,Education,41,Female,Salaried,312695,804,489161,358417.88,13.77,72,East,2022-02-26,2022-03-27,2022-08-22,6793.9,72,0,0,60,2047117,Active
LN000227,CUST005740,Home,30,Male,Business Owner,224552,583,1320441,483479.53,12.54,48,North,2022-02-26,2022-03-01,2023-06-07,27509.19,47,1,0,0,2044995,Active
LN000228,CUST003628,Personal,45,Male,Business Owner,2621194,540,150341,62903.75,10.02,48,North,2022-02-26,2022-03-02,2022-10-01,3132.1,47,1,5,60,2768978,Active
LN000229,CUST001364,Business,58,Male,Self-Employed,1562838,699,879811,812259.05,10.35,36,North,2022-02-27,2022-03-06,2024-02-03,24439.19,36,0,0,0,233688,Active
LN000230,CUST007966,Education,42,Male,Business Owner,2841184,535,84442,62352.58,7.97,48,Central,2022-02-27,2022-03-04,2023-01-25,1759.21,47,1,0,0,25373,Active
LN000231,CUST001982,Auto,24,Male,Self-Employed,2116373,733,1584755,331076.49,9.68,12,Central,2022-02-27,2022-03-22,2022-12-14,132062.92,11,1,5,30,1373878,Active
LN000232,CUST005451,Auto,24,Female,Business Owner,832196,741,230587,38216.48,10.06,48,West,2022-02-27,2022-03-13,2022-05-20,4803.9,48,0,90,0,527334,Default
LN000233,CUST001664,Business,50,Male,Business Owner,1837796,838,1931323,1773700.69,7.65,24,West,2022-02-28,2022-03-09,2023-05-27,80471.79,23,1,10,10,2991703,Active
LN000234,CUST001530,Home,22,Male,Self-Employed,2685760,519,773414,548979.9,8.21,36,West,2022-02-28,2022-03-27,2022-11-10,21483.72,35,1,10,60,2814601,Active
LN000235,CUST002039,Personal,49,Female,Salaried,1881093,842,1931959,1682079.45,9.97,72,North,2022-02-28,2022-03-06,2023-01-10,26832.76,71,1,15,60,759507,Active
LN000236,CUST007516,Education,63,Male,Self-Employed,1022830,651,582979,272735.16,14.45,12,West,2022-02-28,2022-03-06,2023-09-10,48581.58,10,2,0,0,1032981,Active
LN000237,CUST005593,Personal,56,Male,Salaried,297219,670,806717,383106.39,9.03,48,West,2022-03-01,2022-03-02,2023-10-09,16806.6,48,0,15,60,2810392,Active
LN000238,CUST003303,Education,41,Female,Salaried,625693,715,1379574,140572.46,12.74,12,South,2022-03-01,2022-03-17,2023-07-05,114964.5,10,2,0,10,130932,Active
LN000239,CUST002238,Auto,41,Female,Self-Employed,662621,828,1017234,958219.33,12.59,60,Central,2022-03-01,2022-03-03,2023-05-22,16953.9,59,1,15,30,913332,Active
LN000240,CUST007393,Personal,41,Female,Self-Employed,2143995,731,1734667,1295432.36,16.17,60,West,2022-03-01,2022-03-15,2023-07-30,28911.12,59,1,60,10,2865887,Delinquent
LN000241,CUST005505,Business,24,Female,Business Owner,1337950,515,1159784,435001.58,13.7,12,Central,2022-03-02,2022-03-21,2022-07-14,96648.67,12,0,0,10,2969252,Active
LN000242,CUST005497,Home,21,Female,Business Owner,2396763,782,655723,347308.02,17.09,60,East,2022-03-02,2022-03-11,2022-08-28,10928.72,60,0,0,0,692908,Active
LN000243,CUST001307,Business,46,Male,Salaried,1703148,800,1645090,577832.7,13.91,60,South,2022-03-02,2022-03-14,2023-04-21,27418.17,60,0,5,0,1399565,Active
LN000244,CUST004030,Home,22,Male,Business Owner,1386282,664,1449314,250942.57,7.28,60,East,2022-03-02,2022-03-22,2022-11-10,24155.23,56,4,0,60,702915,Active
LN000245,CUST006777,Personal,29,Male,Self-Employed,2362051,768,1194119,712945.29,11.2,72,Central,2022-03-03,2022-03-04,2024-01-24,16584.99,69,3,5,0,2609028,Active
LN000246,CUST002676,Personal,38,Female,Salaried,1774588,678,103137,58678.25,14.69,84,Central,2022-03-03,2022-03-08,2023-08-01,1227.82,81,3,0,0,138647,Active
LN000247,CUST005069,Home,62,Female,Business Owner,2122598,757,293824,152717.56,12.23,84,East,2022-03-03,2022-04-01,2022-10-29,3497.9,84,0,10,10,2725222,Active
LN000248,CUST005865,Auto,61,Female,Business Owner,2147974,575,2148676,2040224.56,11.61,72,West,2022-03-03,2022-03-28,2023-08-10,29842.72,72,0,0,10,1882578,Active
LN000249,CUST001283,Education,31,Female,Self-Employed,385519,604,908455,787926.33,14.39,36,South,2022-03-04,2022-03-25,2023-07-18,25234.86,35,1,0,30,238375,Active
LN000250,CUST007527,Business,45,Female,Self-Employed,1291349,586,875039,550892.92,10.14,36,Central,2022-03-04,2022-03-20,2023-02-14,24306.64,35,1,0,0,918058,Active
LN000251,CUST000710,Business,46,Female,Business Owner,689854,814,1653665,605650.94,17.0,60,North,2022-03-04,2022-04-02,2022-12-28,27561.08,59,1,0,0,921230,Active
LN000252,CUST005576,Business,56,Male,Salaried,2169141,513,1755740,394945.93,11.54,24,South,2022-03-04,2022-04-02,2023-07-26,73155.83,24,0,0,60,1396039,Active
LN000253,CUST005531,Personal,62,Female,Salaried,1149505,785,1248019,1020464.68,13.94,60,East,2022-03-05,2022-04-01,2022-05-18,20800.32,60,0,0,0,2861076,Active
LN000254,CUST004745,Business,55,Male,Self-Employed,2045594,746,472604,110538.33,17.81,60,Central,2022-03-05,2022-03-26,2022-05-22,7876.73,58,2,0,0,1328510,Active
LN000255,CUST004414,Education,58,Male,Self-Employed,1867343,740,513970,76998.89,15.64,60,Central,2022-03-05,2022-03-27,2023-04-21,8566.17,59,1,10,0,375120,Active
LN000256,CUST003749,Education,23,Male,Self-Employed,1323588,508,1207571,852738.01,12.85,24,East,2022-03-05,2022-03-18,2023-04-11,50315.46,21,3,0,0,1222843,Active
LN000257,CUST007393,Home,61,Female,Business Owner,1076939,523,1297826,409092.58,16.45,24,North,2022-03-06,2022-03-13,2022-10-02,54076.08,24,0,0,0,2691803,Active
LN000258,CUST007987,Personal,55,Female,Business Owner,2617730,611,456198,394041.11,13.16,72,North,2022-03-06,2022-03-15,2023-06-07,6336.08,72,0,0,0,135793,Active
LN000259,CUST005354,Education,60,Female,Self-Employed,2241530,796,111954,95896.0,11.86,60,Central,2022-03-06,2022-03-28,2023-10-08,1865.9,60,0,10,0,1599966,Active
LN000260,CUST004780,Auto,42,Female,Salaried,1121510,716,1783661,1047528.74,16.61,48,West,2022-03-06,2022-03-09,2023-05-24,37159.6,48,0,0,90,662025,Active
LN000261,CUST000664,Personal,28,Female,Self-Employed,2052478,727,693729,505391.11,7.3,72,North,2022-03-07,2022-03-09,2022-04-10,9635.12,70,2,30,0,2496457,Delinquent
LN000262,CUST001999,Personal,35,Male,Self-Employed,1844899,531,1949999,391033.95,11.48,12,North,2022-03-07,2022-03-26,2023-01-02,162499.92,10,2,0,0,2246065,Active
LN000263,CUST007995,Education,27,Male,Salaried,1086040,776,2193688,1356009.25,10.77,36,West,2022-03-07,2022-03-28,2023-04-16,60935.78,35,1,90,0,2131137,Default
LN000264,CUST003446,Auto,39,Female,Salaried,2373992,669,1765009,927001.3,14.85,12,North,2022-03-07,2022-04-02,2022-09-21,147084.08,12,0,0,0,1534907,Active
LN000265,CUST003744,Home,60,Male,Salaried,1926830,730,2066979,649981.55,7.14,36,West,2022-03-08,2022-03-09,2023-10-01,57416.08,36,0,0,0,144606,Active
LN000266,CUST005728,Education,62,Male,Salaried,1134902,569,759987,654617.06,14.27,84,East,2022-03-08,2022-03-29,2023-11-11,9047.46,82,2,0,0,1395047,Active
LN000267,CUST001496,Auto,37,Female,Business Owner,1031764,610,329149,277752.18,10.81,72,South,2022-03-08,2022-03-29,2023-10-25,4571.51,71,1,0,0,1046979,Active
LN000268,CUST003305,Personal,21,Male,Business Owner,623996,588,1287785,1025394.86,8.08,12,South,2022-03-08,2022-03-17,2023-12-27,107315.42,11,1,15,0,461001,Active
LN000269,CUST003764,Auto,49,Male,Self-Employed,1159590,501,512093,431338.67,17.78,72,East,2022-03-09,2022-03-28,2022-11-08,7112.4,72,0,0,0,752758,Active
LN000270,CUST005233,Personal,33,Female,Business Owner,1903058,555,1405419,1254767.24,9.33,24,North,2022-03-09,2022-04-05,2022-06-30,58559.12,24,0,90,0,760571,Default
LN000271,CUST001854,Education,49,Male,Self-Employed,2930058,657,2050750,1179317.1,10.84,84,South,2022-03-09,2022-03-21,2022-06-25,24413.69,83,1,0,0,1014716,Active
LN000272,CUST005617,Education,61,Female,Self-Employed,1191704,770,1327842,717511.9,9.28,84,East,2022-03-09,2022-03-29,2022-05-26,15807.64,82,2,0,30,1077782,Active
LN000273,CUST006586,Business,62,Female,Salaried,1089856,773,497005,449047.19,14.28,60,South,2022-03-10,2022-04-08,2023-07-28,8283.42,57,3,0,0,1366687,Active
LN000274,CUST004660,Business,26,Female,Salaried,426772,531,210360,180764.89,15.61,36,North,2022-03-10,2022-03-16,2023-10-13,5843.33,33,3,0,0,862489,Active
LN000275,CUST001292,Business,25,Male,Business Owner,2917036,769,854756,512350.36,16.47,60,West,2022-03-10,2022-03-28,2023-03-03,14245.93,59,1,0,0,740507,Active
LN000276,CUST003582,Education,54,Male,Business Owner,1561740,689,1463104,307522.39,10.42,60,East,2022-03-10,2022-03-12,2023-08-24,24385.07,58,2,30,0,2285075,Delinquent
LN000277,CUST007975,Home,31,Male,Business Owner,2442209,709,160253,119485.17,12.77,72,South,2022-03-11,2022-03-30,2022-06-24,2225.74,69,3,90,0,853686,Default
LN000278,CUST003458,Education,29,Female,Business Owner,414525,807,896687,222111.86,14.3,84,North,2022-03-11,2022-04-05,2023-08-21,10674.85,84,0,15,0,2182788,Active
LN000279,CUST007555,Auto,58,Male,Salaried,2681906,521,2387885,1978157.34,13.92,24,South,2022-03-11,2022-03-13,2022-05-29,99495.21,23,1,5,0,307042,Active
